Ramp Rate (PSI/s),Elapsed Time (s),Transducer Voltage (V),Transducer Pressure (PSI),Alicat Pressure (PSIA),Alicat Gauge (PSIG),Alicat Barometric (PSIA),Alicat Setpoint (PSIA),Offset Gauge (Transducer - AlicatGauge),Offset Absolute (Transducer - AlicatAbs)
2.0,9.969214916229248,3.6881027221679688,11.06412448166029,13.28,-0.1800000000000015,13.46,20.0,11.244124481660291,-2.2158755183397094
2.0,10.227370738983154,3.685330390930176,11.060871158112384,13.29,-0.1700000000000017,13.46,20.0,11.230871158112386,-2.229128841887615
2.0,10.480205059051514,3.685476064682007,11.05909397248584,13.29,-0.1700000000000017,13.46,20.0,11.229093972485842,-2.230906027514159
2.0,10.739312171936035,3.6886558532714844,11.061843407417285,13.3,-0.16000000000000014,13.46,20.0,11.221843407417285,-2.2381565925827154
2.0,10.991600036621094,3.687743663787842,11.062398440995782,13.3,-0.16000000000000014,13.46,20.0,11.222398440995782,-2.2376015590042186
2.0,11.249202489852905,3.688471794128418,11.063605217551572,13.3,-0.16000000000000014,13.46,20.0,11.223605217551572,-2.2363947824484285
2.0,11.50348448753357,3.6877176761627197,11.063424341926208,13.31,-0.15000000000000036,13.46,20.0,11.213424341926208,-2.246575658073793
2.0,11.759837627410889,3.687990427017212,11.06364311757638,13.31,-0.15000000000000036,13.46,20.0,11.21364311757638,-2.246356882423621
2.0,12.014827251434326,3.68878173828125,11.064723956483327,13.31,-0.15000000000000036,13.46,20.0,11.214723956483327,-2.2452760435166734
2.0,12.270185470581055,3.6882286071777344,11.064708702503278,13.32,-0.14000000000000057,13.46,20.0,11.204708702503279,-2.255291297496722
2.0,12.526106834411621,3.7271714210510254,11.111430926763198,13.32,-0.14000000000000057,13.46,20.0,11.251430926763199,-2.208569073236802
2.0,12.781798601150513,3.6882472038269043,11.092755200650203,13.33,-0.13000000000000078,13.46,20.0,11.222755200650203,-2.2372447993497975
2.0,13.03735065460205,3.6983463764190674,11.093668772093002,13.33,-0.13000000000000078,13.46,20.0,11.223668772093003,-2.236331227906998
2.0,13.292793273925781,3.6888458728790283,11.082816310710635,13.33,-0.13000000000000078,13.46,20.0,11.212816310710636,-2.247183689289365
2.0,13.550652503967285,3.6879372596740723,11.075214498035269,13.34,-0.120000000000001,13.46,20.0,11.19521449803527,-2.264785501964731
2.0,13.806063175201416,3.726696252822876,11.117164202208613,13.34,-0.120000000000001,13.46,20.0,11.237164202208614,-2.2228357977913866
2.0,14.061243057250977,3.6861438751220703,11.093671171471652,13.34,-0.120000000000001,13.46,20.0,11.213671171471653,-2.2463288285283483
2.0,14.319122076034546,3.7276406288146973,11.129371457460628,13.35,-0.11000000000000121,13.46,20.0,11.23937145746063,-2.2206285425393713
2.0,14.573729753494263,3.727604627609253,11.150748427607482,13.35,-0.11000000000000121,13.46,20.0,11.260748427607483,-2.1992515723925177
2.0,14.833895683288574,3.7274036407470703,11.163333425460973,13.35,-0.11000000000000121,13.46,20.0,11.273333425460974,-2.186666574539027
2.0,15.0880765914917,3.685009479522705,11.12001143070383,13.35,-0.11000000000000121,13.46,20.0,11.230011430703831,-2.22998856929617
2.0,15.344058275222778,3.6882829666137695,11.09794641835882,13.36,-0.10000000000000142,13.46,20.0,11.197946418358821,-2.2620535816411795
2.0,15.595977067947388,3.688615083694458,11.085105951448643,13.36,-0.10000000000000142,13.46,20.0,11.185105951448644,-2.2748940485513565
2.0,15.855700492858887,3.7284021377563477,11.125146136176802,13.36,-0.10000000000000142,13.46,20.0,11.225146136176804,-2.234853863823197
2.0,16.113988637924194,3.7258901596069336,11.146155873234402,13.36,-0.10000000000000142,13.46,20.0,11.246155873234404,-2.213844126765597
2.0,16.372727870941162,3.7262518405914307,11.159195732650359,13.37,-0.09000000000000163,13.46,20.0,11.24919573265036,-2.2108042673496406
2.0,16.627183437347412,3.7286500930786133,11.169897551284551,13.37,-0.09000000000000163,13.46,20.0,11.259897551284553,-2.200102448715448
2.0,16.885664701461792,3.728026866912842,11.175570771066141,13.37,-0.09000000000000163,13.46,20.0,11.265570771066143,-2.194429228933858
2.0,17.14506721496582,3.730275869369507,11.181673505883094,13.37,-0.09000000000000163,13.46,20.0,11.271673505883095,-2.1883264941169056
2.0,17.396151542663574,3.7281084060668945,11.18273419081013,13.38,-0.08000000000000007,13.46,20.0,11.26273419081013,-2.1972658091898705
2.0,17.646368503570557,3.729574680328369,11.185130130880122,13.38,-0.08000000000000007,13.46,20.0,11.265130130880122,-2.194869869119879
2.0,17.89921808242798,3.7280936241149902,11.184790427466062,13.38,-0.08000000000000007,13.46,20.0,11.264790427466062,-2.1952095725339387
2.0,18.156736373901367,3.726506233215332,11.182681736338036,13.38,-0.08000000000000007,13.46,20.0,11.262681736338036,-2.1973182636619644
